市区,小区,户型,朝向,楼层,装修情况,电梯,面积(㎡),价格(万元),年份
海淀,锦顺佳园,4室3厅,南北,6,精装,无电梯,217,1370,2008
海淀,保利西山林语,1室1厅,西北,8,精装,无电梯,48,329,2010
海淀,玫瑰御园,3室1厅,南北,11,精装,有电梯,157,1750,2005
海淀,公安局宿舍,2室2厅,南北,6,其他,无电梯,108,680,2002
海淀,东南小区,3室1厅,南北,5,其他,无电梯,82,1050,1980
海淀,静源居,3室1厅,南,23,简装,有电梯,151,1290,2002
海淀,保利西山林语,2室2厅,南北,8,精装,有电梯,84,650,2010
海淀,北京机械学院家属楼,3室1厅,南北,6,简装,无电梯,79,482,1963
海淀,彩电小区,3室1厅,东西,23,精装,有电梯,75,710,1987
海淀,私摩空间,1室0厅,南,12,其他,有电梯,43,340,2004
海淀,学院南路66号院,2室1厅,南,14,简装,有电梯,65,630,1987
海淀,悦园,2室1厅,南北,6,其他,无电梯,94,950,2007
海淀,志新北里,3室1厅,南北,6,简装,无电梯,83,750,1992
海淀,沁园公寓,2室1厅,东南,24,精装,有电梯,142,980,1999
海淀,知春里,3室1厅,东南,18,精装,有电梯,75,830,1988
海淀,锦秋知春,4室2厅,南北,26,精装,有电梯,242,2750,2003
海淀,郦城果岭,3室1厅,东西,11,简装,有电梯,132,1020,2010
海淀,颐和园宿舍,3室1厅,西南,4,简装,无电梯,58,560,1981
海淀,厂洼西街10号院,3室2厅,南北,6,精装,无电梯,136,1150,1998
海淀,电力宿舍,4室2厅,南北,14,其他,有电梯,131,750,1997
海淀,泽丰苑一期,2室1厅,南北,6,精装,无电梯,95,750,2003
海淀,百旺茉莉园,3室1厅,南北,9,精装,有电梯,126,1150,2008
海淀,东王庄,2室1厅,南北,6,简装,无电梯,67,590,1996
海淀,富力桃园C区,2室1厅,南,18,精装,有电梯,89,560,2008
海淀,沁园公寓,3室2厅,西南,24,简装,有电梯,177,1200,1999
海淀,怡美家园,3室1厅,东西,11,简装,有电梯,87,580,2001
海淀,恩济花园,2室1厅,南北,6,精装,无电梯,118,830,1990
海淀,今典花园,1室1厅,东南,26,精装,无电梯,59,540,1999
海淀,月季园,2室1厅,南北,6,精装,无电梯,95,850,1998
海淀,紫御府,3室2厅,东西,12,精装,有电梯,273,2750,2008
海淀,紫竹花园,3室2厅,南北,14,精装,无电梯,211,1650,2001
海淀,海淀路小区,2室1厅,南北,6,简装,无电梯,57,490,1990
海淀,宝盛北里,3室1厅,西南,9,其他,有电梯,111,758,2002
海淀,翠微南里,2室1厅,东南,18,简装,有电梯,57,530,1988
海淀,万寿路1号院,3室1厅,东南,5,简装,无电梯,61,490,1986
海淀,西山壹号院,4室3厅,东南,6,毛坯,有电梯,561,4150,2011
海淀,皂君东里,2室1厅,东西,6,简装,无电梯,58,480,1988
海淀,清景园,2室1厅,南北,22,精装,有电梯,99,670,2006
海淀,罗庄南里,2室1厅,南,6,精装,无电梯,57,500,1986
海淀,锦秋知春,2室1厅,西北,26,其他,无电梯,85,800,2002
海淀,城建小区,2室1厅,东西,2,简装,无电梯,63,383,1992
海淀,百朗园,2室1厅,西,16,精装,有电梯,106,639,2000
海淀,诚品建筑,1室1厅,东,11,精装,无电梯,63,598,2004
海淀,清缘里中区,2室1厅,南北,13,精装,无电梯,99,580,1999
海淀,百旺茉莉园,2室1厅,东南,9,简装,有电梯,87,768,2005
海淀,新起点嘉园,1室0厅,北,18,精装,无电梯,53,689,2003
海淀,海淀南路,3室1厅,西北,16,精装,有电梯,77,698,1990
海淀,永景园,2室1厅,西北,6,其他,无电梯,80,605,2000
海淀,中海枫涟山庄,3室1厅,南北,6,精装,无电梯,122,1200,2004
海淀,保利西山林语,1室1厅,南,8,简装,有电梯,68,480,2009
海淀,北太平庄路2号院,1室1厅,东北,17,精装,无电梯,48,428,2002
海淀,冠城大通百旺府,2室2厅,南北,9,毛坯,无电梯,107,800,2016
海淀,金沟河2号院,2室1厅,东西,6,简装,无电梯,56,375,1985
海淀,强佑清河新城,2室1厅,东,27,简装,有电梯,98,650,2009
海淀,金晖嘉园,1室1厅,北,27,精装,无电梯,74,800,1998
海淀,翠微路2号院,2室1厅,南北,5,简装,无电梯,60,540,1985
海淀,诚品建筑,2室1厅,东西,9,简装,有电梯,116,1060,2003
海淀,厂洼街3号院,2室1厅,东西,6,简装,无电梯,80,735,2000
海淀,颐源居三期,4室1厅,南北,17,简装,有电梯,234,2680,2003
海淀,永定路东街5号院,3室1厅,南北,6,简装,无电梯,70,600,1984
海淀,颐慧佳园,1室1厅,西,9,其他,无电梯,55,540,2005
海淀,钟表南园,2室1厅,南北,6,精装,无电梯,58,480,1993
海淀,智学苑,3室1厅,东北,24,其他,无电梯,119,580,2001
海淀,东王庄,2室1厅,南北,6,简装,无电梯,68,590,1996
海淀,东王庄,1室1厅,东,6,简装,无电梯,46,368,1995
海淀,二里庄北里,2室1厅,南北,6,简装,无电梯,65,520,1992
海淀,厢白旗甲1号院,2室1厅,南北,6,精装,无电梯,60,565,1996
海淀,汇新家园,2室1厅,西南,16,简装,有电梯,85,950,2002
海淀,高第小区,2室1厅,西北,16,简装,有电梯,84,790,2005
海淀,动物园宿舍,2室1厅,西北,6,简装,无电梯,54,460,1980
海淀,金谷园,1室1厅,南,7,简装,无电梯,57,540,1998
海淀,志强南园,1室1厅,南,16,简装,无电梯,46,416,1992
海淀,兰园,3室1厅,南北,6,简装,无电梯,95,670,1996
海淀,温泉路45号院,1室1厅,南,6,精装,无电梯,43,295,1995
海淀,汇新家园,2室1厅,东南,16,精装,有电梯,86,1200,2002
海淀,中关村东大院,3室1厅,南北,6,其他,无电梯,80,1050,1992
海淀,红旗村6号院,1室1厅,南北,5,简装,无电梯,42,270,1986
海淀,当代城市家园,1室0厅,南,12,精装,有电梯,57,450,2002
海淀,知春里,1室1厅,南,6,简装,无电梯,40,463,1985
海淀,罗庄西里,2室1厅,东南,18,精装,有电梯,86,660,1998
海淀,中关村东路,3室1厅,东西,6,简装,无电梯,73,700,1997
海淀,华清嘉园,3室1厅,西北,18,精装,有电梯,90,1100,2000
海淀,学院派,2室1厅,东北,21,精装,无电梯,65,530,2009
海淀,阳春光华家园,3室1厅,西北,16,精装,有电梯,131,1350,2000
海淀,锋尚国际,2室2厅,西,18,精装,无电梯,110,1350,2002
海淀,兰园,2室2厅,东西,6,简装,无电梯,85,550,1997
海淀,昌运宫,1室1厅,东南,11,其他,有电梯,57,470,1995
海淀,三里河路5号院,3室1厅,东西,4,简装,无电梯,80,765,1955
海淀,月季园,1室1厅,东,21,精装,有电梯,43,370,1997
海淀,清景园,2室1厅,南北,22,精装,有电梯,99,670,2006
海淀,强佑清河新城,1室1厅,东,27,简装,有电梯,61,433,2009
海淀,澐澐国际,2室1厅,西,26,简装,有电梯,101,590,2008
海淀,静淑东里,2室1厅,东西,14,精装,无电梯,85,615,1999
海淀,美丽西园,2室1厅,东西,9,其他,无电梯,81,600,1999
海淀,皂君东里,2室1厅,东西,6,简装,无电梯,58,480,1988
海淀,北太平庄路,2室1厅,东,5,简装,无电梯,50,447,1980
海淀,稻香园,2室1厅,东北,16,简装,无电梯,86,760,1992
海淀,清华东路27号院,2室1厅,南北,7,其他,无电梯,59,510,1995
海淀,电力宿舍,3室1厅,南北,6,简装,无电梯,77,450,1986
海淀,京投银泰琨御府,3室2厅,南北,6,精装,无电梯,153,2160,2015
海淀,皂君庙丙2号院,2室1厅,南北,6,精装,无电梯,63,550,1987
海淀,翠微路26号院,1室1厅,南,6,简装,无电梯,40,388,1989
海淀,曙光花园,3室1厅,南北,17,简装,有电梯,129,1220,1997
海淀,领秀硅谷,3室2厅,南北,10,其他,有电梯,121,920,2003
海淀,车道沟10号院,2室1厅,西南,23,其他,有电梯,78,819,1998
海淀,东馨园,3室1厅,南北,6,简装,无电梯,84,566,1995
海淀,知春里,2室1厅,东西,6,其他,无电梯,61,585,1988
海淀,曙光花园,4室2厅,西南,16,简装,有电梯,211,1650,2001
海淀,今典花园,2室1厅,东北,25,简装,有电梯,72,710,2002
海淀,八里庄北里,2室1厅,东西,12,简装,有电梯,73,603,1996
海淀,远大园六区,3室1厅,东西,6,精装,无电梯,91,1050,2000
海淀,气象西苑,4室1厅,东北,20,精装,有电梯,140,1200,2000
海淀,青云北区,2室1厅,南,6,精装,无电梯,58,530,1985
海淀,动物园宿舍,2室1厅,西北,6,简装,无电梯,54,460,1980
海淀,厢白旗甲1号院,2室1厅,南北,6,精装,无电梯,60,565,1996
海淀,美丽西园,2室1厅,西南,9,简装,有电梯,68,450,1999
海淀,邮局宿舍,2室2厅,南北,6,精装,无电梯,72,580,1997
海淀,永金里小区,3室2厅,东西,6,简装,无电梯,119,823,1998
海淀,知春路2号院,2室1厅,西北,6,精装,无电梯,63,780,1995
海淀,皂君东里,1室1厅,西,6,简装,无电梯,42,410,1990
海淀,皂君庙14号院,2室2厅,南北,6,精装,无电梯,130,1300,2000
海淀,志新西路七号院,3室1厅,南北,6,其他,无电梯,76,470,1994
海淀,百旺茉莉园,2室2厅,东南,9,精装,有电梯,124,1100,2008
海淀,北三环中路43号院,2室1厅,西南,12,精装,有电梯,70,600,1992
海淀,领秀新硅谷1号院,4室1厅,南北,5,其他,有电梯,147,1390,2010
海淀,铭科苑,1室1厅,南北,6,精装,无电梯,58,380,1998
海淀,领秀新硅谷1号院,4室2厅,南北,5,毛坯,有电梯,146,1280,2012
海淀,知春里,1室1厅,南,18,精装,有电梯,51,473,1988
海淀,观澳园,4室2厅,南北,7,精装,无电梯,204,1050,2005
海淀,圆明园花园别墅,3室2厅,南北,6,简装,无电梯,128,899,2000
海淀,定慧北里,2室1厅,东南,6,简装,无电梯,59,430,1996
海淀,百旺新城,2室1厅,南北,6,简装,无电梯,76,568,2004
海淀,北分厂,2室1厅,南北,5,简装,无电梯,57,315,1980
海淀,田村40号院,2室1厅,南北,6,简装,无电梯,60,412,1982
海淀,晨月园,2室1厅,东南,17,精装,无电梯,81,680,2007
海淀,小南庄社区,3室1厅,南北,6,简装,无电梯,69,650,1997
海淀,塔院小区,3室1厅,东,13,简装,无电梯,74,620,1992
海淀,甘家口小区,2室1厅,南,5,简装,无电梯,48,505,1979
海淀,索家坟,1室1厅,东西,6,简装,无电梯,41,340,1989
海淀,逸成东苑,2室1厅,南北,17,精装,有电梯,75,595,2003
海淀,海云轩,1室1厅,东南,22,精装,有电梯,93,645,2000
海淀,东南小区,2室1厅,西北,16,其他,有电梯,61,710,1989
海淀,颐慧佳园,1室1厅,西,9,简装,有电梯,58,545,2005
海淀,颐丰庄园,4室2厅,南北,2,简装,无电梯,265,1550,2013
海淀,小南庄社区,2室1厅,南北,6,简装,无电梯,88,841,1998
海淀,冠城大通百旺府,1室1厅,南北,11,简装,有电梯,77,520,2009
海淀,强佑清河新城,2室1厅,东,27,简装,有电梯,87,605,2012
海淀,人济山庄,4室2厅,东南,26,精装,有电梯,238,2450,2001
海淀,恩济里小区,1室1厅,南,15,简装,有电梯,48,362,1995
海淀,北三环中路46号院,2室1厅,南,12,其他,有电梯,56,450,1986
海淀,定慧东里,2室1厅,南北,6,简装,无电梯,59,470,1990
海淀,海云轩,3室2厅,东西,22,简装,有电梯,210,1350,2000
海淀,展春园,1室1厅,东西,6,精装,无电梯,45,395,1992
海淀,荣上居,1室1厅,东,18,精装,有电梯,53,475,2006
海淀,逸成东苑,2室1厅,南北,22,精装,有电梯,76,610,2003
海淀,荣上居,1室1厅,东,18,精装,无电梯,53,455,2006
海淀,中湾国际,1室0厅,南,19,精装,无电梯,42,435,2007
海淀,太阳园,2室1厅,东南,26,精装,有电梯,93,950,2002
海淀,展春园,2室1厅,南北,5,简装,无电梯,65,540,1992
海淀,新外大街15号院,1室1厅,东,6,毛坯,无电梯,38,327,1988
海淀,智学苑,3室1厅,东西,6,简装,无电梯,82,480,2000
海淀,前沙涧路7号院,2室1厅,东西,6,精装,无电梯,83,350,2009
海淀,蓟门北里,2室1厅,南,6,精装,无电梯,50,500,1982
海淀,建西苑北里,2室1厅,东西,6,精装,无电梯,83,560,2004
海淀,金夕园,3室1厅,东南,17,简装,有电梯,123,1210,2003
海淀,轮胎厂宿舍,4室2厅,南北,6,精装,无电梯,136,675.5,2000
海淀,毛纺厂南小区,1室1厅,南,6,简装,无电梯,42,299,1987
海淀,万寿路12号院,2室1厅,南,6,精装,无电梯,52,385,1994
海淀,皂君东里,2室1厅,东南,6,简装,无电梯,56,510,1985
海淀,林大北路9号院,1室1厅,南,6,精装,无电梯,47,390,1998
海淀,北洼路28号院,2室1厅,东南,18,简装,有电梯,94,760,1996
海淀,北洼路28号院,2室1厅,东南,18,简装,有电梯,111,840,1996
海淀,诚品建筑,1室1厅,东,14,简装,有电梯,62,590,2004
海淀,西山华府,4室2厅,南北,6,精装,有电梯,178,1850,2009
海淀,厂洼西街10号院,3室2厅,南北,6,简装,无电梯,137,1150,1998
海淀,汉荣家园,4室1厅,东南,25,精装,有电梯,159,1380,2000
海淀,瑞新里小区,5室2厅,南北,15,精装,有电梯,231,1880,2007
海淀,中兴家园,4室2厅,东南,20,精装,有电梯,178,1480,2000
海淀,知春里,1室1厅,南,18,精装,有电梯,51,473,1988
海淀,铭科苑,1室1厅,南北,6,精装,无电梯,58,380,1998
海淀,领秀新硅谷1号院,4室2厅,南北,5,毛坯,有电梯,146,1280,2012
海淀,定慧北里,2室1厅,东南,6,简装,无电梯,59,430,1996
海淀,百旺新城,2室1厅,南北,6,简装,无电梯,76,568,2004
海淀,东南小区,2室1厅,南,12,精装,有电梯,58,690,1986
海淀,玉阜嘉园,2室1厅,西北,12,精装,有电梯,113,810,2002
海淀,玉阜嘉园,3室1厅,西,12,精装,有电梯,124,850,2003
海淀,永达逸家,3室1厅,东南,15,简装,有电梯,140,920,2004
海淀,交大东路56号院,2室1厅,西北,6,简装,无电梯,56,490,1993
海淀,逸成东苑,2室1厅,南北,17,其他,有电梯,75,610,2003
海淀,远大园六区,2室1厅,西南,16,精装,无电梯,113,1300,2000
海淀,北影小区,1室1厅,南,12,简装,无电梯,64,560,2000
海淀,阜南小区,2室1厅,东西,5,精装,无电梯,53,471,1978
海淀,知春嘉园,2室1厅,南西,19,简装,有电梯,70,709,1998
海淀,紫竹花园,3室2厅,南北,15,简装,有电梯,212,1600,2000
海淀,清缘东里,1室1厅,西北,13,简装,有电梯,33,320,2005
海淀,晨月园,3室2厅,西南,17,精装,有电梯,98,980,2007
海淀,新外大街15号院,2室1厅,东西,6,精装,无电梯,45,400,1988
海淀,保利西山林语,2室1厅,南北,8,精装,有电梯,90,550,2011
海淀,私摩空间,1室1厅,西北,12,简装,无电梯,67,515,2004
海淀,怡丽南园,1室1厅,南,7,简装,无电梯,60,580,2002
海淀,青云北区,2室1厅,东西,6,精装,无电梯,67,600,1990
海淀,锦秋知春,1室1厅,西北,26,简装,有电梯,85,798,2002
海淀,建西苑南里,2室1厅,东西,6,简装,无电梯,87,555,2007
海淀,领秀新硅谷2号院,2室1厅,南北,5,精装,有电梯,124,990,2008
海淀,百旺家苑,3室2厅,南北,5,精装,无电梯,164,1350,2003
海淀,万泉新新家园,2室1厅,南北,9,精装,有电梯,87,1250,2000
海淀,宝盛里,3室2厅,南北,6,毛坯,无电梯,119,650,2000
海淀,文慧园路甲1号,2室1厅,南北,6,精装,无电梯,57,515,1982
海淀,西六砖瓦厂家属楼,2室1厅,南北,4,精装,无电梯,53,295,1979
海淀,科源小区,3室1厅,南北,6,简装,无电梯,72,900,1989
海淀,观景园,2室1厅,南北,6,精装,无电梯,91,710,2011
海淀,兰园,3室2厅,东西,6,精装,无电梯,97,660,1997
海淀,太阳园,2室1厅,东南,26,精装,有电梯,93,950,2002
海淀,中湾国际,1室0厅,南,19,精装,无电梯,42,435,2007
海淀,永泰东里,2室1厅,东西,6,精装,无电梯,58,370,1998
海淀,恩济里小区,3室1厅,西南,14,简装,有电梯,103,830,1995
海淀,永泰西里,2室1厅,南北,6,精装,无电梯,60,430,1998
海淀,紫竹院小区,2室1厅,南,16,简装,无电梯,58,469,1988
海淀,蜂鸟家园,1室0厅,北,16,精装,无电梯,49,710,2004
海淀,蜂鸟家园,1室0厅,南,14,简装,有电梯,47,680,2004
海淀,润千秋佳苑,1室1厅,东,9,精装,有电梯,55,460,2005
海淀,青年公寓,1室1厅,南,17,简装,无电梯,41,350,1992
海淀,城华园,1室1厅,东北,27,精装,无电梯,60,425,2002
海淀,双榆树北里,3室1厅,西南,6,精装,无电梯,61,625,1985
海淀,常秀家园,2室2厅,南,6,精装,无电梯,81,450,1996
海淀,涧桥泊屋,2室1厅,东西,14,精装,有电梯,117,1450,2002
海淀,宝盛里,2室1厅,南北,9,精装,有电梯,69,445,1998
海淀,交大东路56号院,2室1厅,西北,6,简装,无电梯,56,490,1993
海淀,北影小区,1室1厅,南,12,简装,无电梯,64,560,2000
海淀,远大园四区,3室2厅,西北,16,精装,有电梯,119,1100,2000
海淀,远大园六区,2室1厅,西南,16,精装,无电梯,113,1300,2000
海淀,皂君东里,2室1厅,南北,6,简装,无电梯,58,539,1980
海淀,厢白旗甲1号院,2室1厅,南北,5,简装,无电梯,64,620,1996
海淀,香山煤厂街27号院,2室1厅,南北,4,简装,无电梯,53,340,1981
海淀,玉阜嘉园,2室1厅,西北,12,精装,有电梯,113,810,2002
海淀,玉阜嘉园,3室1厅,西,12,精装,有电梯,124,850,2003
海淀,永达逸家,3室1厅,东南,15,简装,有电梯,140,920,2004
海淀,时雨园,3室2厅,东南,19,精装,有电梯,165,1800,2005
海淀,文慧园北路4号院,3室2厅,南北,14,精装,有电梯,158,1500,1999
海淀,时代之光名苑,3室2厅,东南,16,简装,有电梯,208,1680,2001
海淀,柳林馆,3室1厅,南北,6,简装,无电梯,81,820,1984
海淀,龙翔路小区,2室1厅,南北,6,精装,无电梯,63,549,1998
海淀,盲人学校家属楼,2室1厅,南北,6,简装,无电梯,55,415,1985
海淀,和景园,3室2厅,东西,12,简装,有电梯,152,900,2001
海淀,翠微路2号院,3室1厅,南北,6,简装,无电梯,76,680,1993
海淀,百旺茉莉园,3室2厅,东南,11,精装,有电梯,146,1080,2008
海淀,北太平庄路,2室1厅,南,14,简装,有电梯,62,516,1985
海淀,广源闸,2室1厅,南,5,精装,无电梯,55,560,1999
海淀,中海雅园,3室1厅,西南,17,精装,有电梯,167,1592,1999
海淀,西屋国际,3室2厅,西南,22,精装,无电梯,178,1150,2004
海淀,悦秀园,3室2厅,东南,6,其他,无电梯,105,565,2000
海淀,百草园,2室2厅,南北,6,精装,无电梯,74,620,1998
海淀,厂洼小区,1室1厅,南,20,简装,有电梯,50,450,1990
海淀,远大园五区,2室1厅,西南,16,简装,有电梯,116,1050,2001
海淀,都景苑,2室1厅,西北,24,精装,有电梯,106,800,2001
海淀,青云北区,2室1厅,南北,6,简装,无电梯,59,580,1993
海淀,工商大学东校区,3室1厅,南北,6,精装,无电梯,121,820,2001
海淀,毛纺厂西小区,2室1厅,南北,6,其他,无电梯,58,422,1990
海淀,索家坟,2室1厅,南,15,精装,有电梯,84,700,1998
海淀,三里河路5号院,2室1厅,东,18,精装,有电梯,60,640,1990
海淀,观澜国际,2室2厅,东南,17,精装,有电梯,103,1118,2003
海淀,小南庄怡秀园,3室1厅,东南,18,其他,无电梯,119,1150,1996
海淀,莲花小区,2室2厅,东南,28,精装,有电梯,132,810,1999
海淀,恩济里小区,1室1厅,南,15,其他,有电梯,48,363,1995
海淀,明光村小区,1室1厅,南北,5,其他,无电梯,46,375,1991
海淀,永达逸家,1室1厅,西,15,简装,无电梯,58,385,2004
海淀,五月华庭,1室0厅,北,12,其他,无电梯,36,300,2004
海淀,城建小区,2室1厅,东北,16,简装,无电梯,78,705,1996
海淀,荣上居,2室1厅,东,18,精装,有电梯,63,570,2006
海淀,双榆树东里,2室1厅,南北,6,简装,无电梯,54,510,1985
海淀,烟树园,3室1厅,东南,11,简装,有电梯,114,1050,2003
海淀,万寿寺北里,2室1厅,南北,5,毛坯,无电梯,54,468,1981
海淀,翠微路2号院,3室1厅,南北,6,简装,无电梯,73,718,1998
海淀,建材城东二里,2室1厅,南北,6,其他,无电梯,80,445,2001
海淀,东王庄,2室1厅,南北,6,精装,无电梯,62,510,1995
